Area_sqft,Bedrooms,Age_of_Home,Price
2915,5,19,539001.0
2464,3,7,417181.0
2889,2,91,324366.0
2328,1,84,308744.0
803,4,37,103055.0
1263,3,5,235002.0
3945,1,1,574547.0
2473,2,73,311109.0
1315,4,72,188130.0
2659,1,54,314587.0
1377,3,2,190675.0
3577,2,65,469564.0
3477,3,99,422137.0
1202,3,71,126393.0
3393,2,72,454065.0
1443,5,25,332097.0
2826,3,97,349534.0
2929,2,47,407046.0
2560,3,93,329262.0
802,5,7,231757.0
2079,2,66,289494.0
659,1,74,50000.0
2701,1,88,288205.0
3301,1,68,466782.0
2728,4,75,383560.0
1703,3,29,309543.0
2924,3,26,488917.0
3323,2,42,420757.0
1691,4,4,279158.0
3785,3,19,594953.0
1673,2,51,241765.0
2563,5,20,452427.0
1614,3,2,293851.0
1643,3,40,259493.0
2479,5,63,393224.0
752,5,67,131419.0
3631,3,87,429128.0
3837,5,70,582203.0
1932,2,23,292579.0
2578,3,51,353474.0
3592,3,74,487018.0
1230,1,1,153250.0
2836,3,43,445378.0
997,1,40,86969.0
1928,5,69,302776.0
1047,5,6,235127.0
1460,2,37,209045.0
631,1,81,50000.0
1847,3,44,262247.0
1357,1,8,210949.0
1655,5,52,304992.0
2532,5,27,452022.0
1020,2,18,147573.0
529,5,67,52436.0
3174,1,3,467390.0
3872,3,12,631842.0
2551,3,91,332074.0
3896,1,10,611527.0
1008,2,1,180052.0
1760,3,69,217963.0
2058,1,11,270948.0
515,1,36,50000.0
1496,5,55,226971.0
2107,5,87,350962.0
2339,2,51,294189.0
2516,2,72,295891.0
3503,2,89,437296.0
1753,1,3,310314.0
3678,1,3,582253.0
2243,5,48,371177.0
3960,3,51,545347.0
2810,2,33,417950.0
1588,4,21,314018.0
2812,2,12,484366.0
1861,5,62,234422.0
3872,1,14,555790.0
877,5,39,182584.0
1698,5,37,342675.0
3510,5,54,517062.0
3723,4,43,548676.0
975,4,65,129012.0
1789,2,65,182984.0
828,1,42,50000.0
2339,5,71,423935.0
1686,3,37,255593.0
937,2,81,58428.0
3914,2,28,552590.0
1890,5,74,288228.0
2273,2,55,293086.0
1722,5,5,370524.0
2023,2,8,296224.0
2563,1,21,373288.0
2344,2,45,330346.0
1819,2,88,217894.0
1367,3,30,218135.0
3058,1,20,466516.0
2311,1,37,325684.0
1483,1,51,201526.0
1762,2,18,294941.0
3128,4,9,527392.0
1824,2,45,303867.0
2553,5,100,342144.0
3791,3,75,579223.0
1518,1,82,176458.0
2289,5,65,380389.0
1306,5,78,196944.0
2393,4,37,370888.0
1909,1,61,236500.0
3166,2,71,432756.0
1818,1,45,233141.0
1641,3,34,279101.0
904,1,42,129844.0
3544,5,29,569318.0
2286,5,72,334191.0
1093,2,62,89027.0
3113,2,29,480895.0
3299,2,82,481064.0
511,3,28,61137.0
3780,1,65,483862.0
2712,4,91,334192.0
3425,1,71,430369.0
1817,2,88,142710.0
2042,3,73,311386.0
2625,1,21,408734.0
1113,5,34,231669.0
2486,1,41,370674.0
1368,5,23,302985.0
1311,1,25,184690.0
2322,1,30,291834.0
3648,1,86,441267.0
3619,2,1,579016.0
1266,5,38,220982.0
581,3,96,83807.0
2244,4,87,316913.0
2756,5,11,503297.0
1021,2,100,101563.0
3600,5,72,561907.0
1827,3,43,274500.0
1493,5,42,318966.0
3012,2,66,425631.0
2025,2,86,225733.0
1969,4,87,276299.0
3175,3,96,405152.0
2013,4,93,245739.0
1280,1,37,191294.0
1951,2,65,239611.0
1058,4,39,168881.0
3930,2,21,609728.0
3507,2,74,508713.0
2638,1,62,278295.0
2537,2,58,329222.0
3624,4,75,466566.0
2253,3,18,274813.0
1359,5,19,282484.0
2112,4,72,270860.0
3775,1,42,558818.0
1055,5,57,153830.0
655,2,81,58671.0
2549,4,53,407429.0
1880,5,81,256747.0
1324,4,39,216688.0
2092,2,99,240208.0
3349,4,26,567061.0
3530,1,12,576003.0
1581,5,46,288384.0
3825,5,71,587179.0
1703,5,22,329751.0
992,4,58,151540.0
1168,2,76,109956.0
3606,4,6,585697.0
574,4,49,118880.0
3491,5,65,520399.0
3860,2,2,621763.0
870,3,38,143855.0
1086,2,86,118957.0
828,4,6,204099.0
1089,1,67,79680.0
2290,2,54,285419.0
1276,5,7,314149.0
2522,1,31,348464.0
2851,3,18,507971.0
1078,3,11,129855.0
720,1,56,66234.0
3526,3,9,603768.0
1687,1,77,183267.0
2003,4,90,278809.0
2922,1,20,451465.0
3791,4,19,650659.0
2207,5,3,445555.0
3825,5,18,689012.0
2245,3,28,348968.0
687,1,70,89174.0
1714,4,63,230492.0
3960,5,96,607541.0
3786,5,71,594534.0
3946,5,10,747132.0
1609,3,32,271908.0
3021,5,24,544960.0
1343,2,32,153463.0
1030,3,99,121331.0
1570,1,25,233954.0
3636,2,35,565493.0
1462,3,10,238713.0
3022,3,29,463536.0
1669,4,56,268594.0
3493,2,96,446615.0
1905,2,9,323131.0
3637,2,92,480111.0
1016,5,24,208712.0
3664,5,95,528429.0
2388,1,67,275394.0
2973,1,56,481465.0
1991,1,33,289242.0
1617,5,85,293234.0
632,4,76,52390.0
3912,1,53,540546.0
813,3,50,108566.0
1090,5,99,156578.0
3783,4,5,647574.0
2043,3,58,262745.0
3556,3,53,544075.0
2706,5,16,494727.0
3839,2,25,594687.0
3208,4,87,491370.0
2385,5,8,476583.0
2126,2,1,406455.0
1247,5,19,274418.0
1997,5,90,318968.0
1300,3,5,243290.0
2957,5,90,441310.0
1997,2,87,252580.0
1879,3,78,233422.0
1179,2,54,153902.0
3764,2,47,509757.0
3842,3,57,604919.0
2661,2,96,361840.0
1396,1,41,143799.0
2046,5,73,354032.0
3626,3,20,608940.0
2293,3,5,407548.0
2612,1,29,386671.0
1183,1,22,188227.0
1795,1,35,207830.0
2185,1,2,414472.0
1885,4,89,190866.0
2693,3,33,380483.0
1442,2,29,253344.0
3780,3,81,557331.0
1809,3,80,286473.0
1533,3,41,243884.0
3286,1,20,461209.0
2733,1,87,327507.0
2120,4,3,419966.0
3705,3,48,537305.0
3382,5,47,518903.0
1308,4,88,171551.0
670,1,50,50000.0
2760,3,23,441181.0
2053,1,45,255418.0
2095,2,26,340526.0
2123,1,94,212156.0
526,1,50,50000.0
1513,4,98,210506.0
1591,2,19,222542.0
3337,5,79,478571.0
907,5,94,133413.0
1632,5,70,234551.0
573,3,17,164577.0
3125,5,7,528751.0
1179,3,26,202068.0
3833,1,13,553313.0
1891,5,17,407135.0
3333,4,64,471461.0
1348,2,30,263731.0
1369,2,19,225048.0
736,1,69,50000.0
3274,2,44,415711.0
3937,2,0,680530.0
3857,1,18,592186.0
2925,1,38,376580.0
3208,1,26,454364.0
3377,4,55,470922.0
1405,1,15,189413.0
2923,1,77,362619.0
1118,1,97,120405.0
3200,5,6,647552.0
3647,5,19,640245.0
1532,4,30,227094.0
2743,4,85,459331.0
3354,2,83,390331.0
3440,5,78,548167.0
1813,4,24,325124.0
3632,4,0,661788.0
3484,2,16,520736.0
3960,1,79,550244.0
1346,3,100,185436.0
3365,2,84,456253.0
2423,3,26,392642.0
3111,2,98,419664.0
1133,2,23,222615.0
3226,1,61,416728.0
1517,4,51,227309.0
507,5,50,96706.0
1892,2,65,178376.0
1568,1,56,216000.0
2891,3,54,428656.0
2280,4,52,351074.0
3343,2,88,422543.0
3946,3,18,643430.0
2142,2,12,327016.0
3598,5,28,633026.0
1716,5,95,232073.0
1348,4,5,241770.0
1880,3,72,273748.0
561,5,0,158076.0
1585,1,23,228030.0
2969,4,73,465806.0
2317,2,98,271405.0
1132,3,5,227048.0
1291,3,47,184093.0
3098,1,19,466948.0
3951,5,75,583933.0
1800,3,66,266616.0
3153,1,54,418075.0
1954,1,17,287048.0
1638,2,20,231494.0
2211,1,98,249568.0
3692,4,63,541894.0
1024,3,36,137598.0
2520,4,18,420846.0
1398,1,88,148533.0
3987,1,55,569449.0
2710,4,61,346190.0
1286,2,17,191669.0
3457,1,29,546907.0
3529,4,55,581019.0
1860,4,41,272199.0
2926,3,52,463454.0
3895,2,97,464703.0
672,5,73,88098.0
1499,4,85,170724.0
2310,3,49,369842.0
563,5,3,181850.0
3672,3,62,551609.0
1845,3,66,198749.0
1474,2,55,221610.0
565,1,48,96226.0
2366,2,91,292918.0
2122,5,21,452695.0
957,2,11,196473.0
2102,1,48,331908.0
3000,2,12,468703.0
3830,2,32,585719.0
2457,2,46,332999.0
2240,4,63,296853.0
1949,4,82,249563.0
3526,2,16,558241.0
2459,1,33,311458.0
2725,1,67,351758.0
2454,1,38,277239.0
779,1,71,50000.0
2891,3,96,386261.0
1540,2,0,249857.0
2843,2,4,452252.0
2749,3,95,357755.0
1461,1,39,180680.0
3231,5,62,518819.0
2442,5,0,415590.0
1717,3,34,241160.0
3720,5,85,525225.0
874,4,92,94339.0
2411,2,16,436676.0
534,5,93,85874.0
1892,4,98,194724.0
2576,2,59,361863.0
1274,4,0,254562.0
720,2,3,130756.0
2600,2,8,398555.0
3338,5,44,539495.0
3924,3,31,557771.0
3963,5,68,609188.0
2623,1,13,407315.0
993,4,50,144886.0
2211,1,89,228961.0
2664,2,22,377357.0
779,5,45,150672.0
3746,1,85,482578.0
1245,1,26,169868.0
3496,1,88,458421.0
3311,2,35,523278.0
2842,2,67,368189.0
3565,2,31,530574.0
1974,1,72,196579.0
2357,4,65,341069.0
2041,5,41,358499.0
3592,5,49,602611.0
1596,2,56,209238.0
3389,1,63,461990.0
1559,4,45,219724.0
2422,3,88,325011.0
3804,2,73,496923.0
2505,3,100,362834.0
996,5,88,198243.0
2753,5,53,495624.0
2973,4,52,435923.0
543,4,28,147542.0
3662,3,36,491349.0
2351,5,68,403156.0
3152,4,13,536128.0
953,4,96,53073.0
1094,5,26,250936.0
1856,5,4,363217.0
1006,1,43,108793.0
1293,4,14,272958.0
520,3,66,88735.0
3799,2,0,617857.0
1899,2,23,228284.0
3701,5,75,573091.0
3167,3,61,430692.0
2961,1,77,386092.0
1594,4,56,261540.0
1927,1,19,276447.0
2085,3,57,299865.0
2314,1,13,295825.0
1920,5,77,342003.0
836,2,52,110561.0
2167,5,34,389602.0
1409,4,61,224902.0
775,5,60,87722.0
1391,3,18,273957.0
512,3,83,50000.0
1526,4,41,260531.0
3525,4,43,536441.0
3795,2,86,466592.0
1473,1,97,105509.0
674,2,0,132623.0
1908,5,67,302642.0
2125,1,80,224857.0
2443,4,89,333662.0
2788,3,77,373891.0
1046,5,45,158940.0
2561,2,50,360334.0
1718,4,31,296671.0
1920,1,99,165478.0
1954,1,83,238567.0
3877,3,79,543642.0
3905,4,18,653001.0
3272,4,38,496555.0
1933,5,87,262549.0
502,5,13,148683.0
3238,1,28,433038.0
2342,2,41,284180.0
1246,1,13,229609.0
3316,5,10,565731.0
1371,5,74,210212.0
994,5,46,200310.0
2964,1,23,428442.0
1914,4,21,305827.0
3944,2,48,603119.0
1127,2,54,127866.0
1575,5,54,288535.0
3947,3,84,593076.0
3966,1,69,492707.0
3568,4,77,546952.0
641,5,72,112689.0
3657,3,34,540384.0
1987,5,43,359164.0
545,3,35,102867.0
3391,2,88,424698.0
3556,3,14,633704.0
3809,2,44,570021.0
2557,2,61,317541.0
1163,1,91,95131.0
1072,3,49,156529.0
2529,4,77,332945.0
2053,4,12,366549.0
2121,3,30,353771.0
3196,1,4,466768.0
1412,4,82,151469.0
1139,5,7,221188.0
3163,4,12,500317.0
3245,1,40,474776.0
1408,2,16,244258.0
2725,2,31,383913.0
1368,2,4,233924.0
1529,1,8,200377.0
1352,2,33,183764.0
806,2,0,140999.0
3095,1,39,446420.0
2874,5,78,472839.0
3927,4,53,572634.0
2316,1,31,305341.0
894,1,97,50000.0
2847,3,98,326252.0
1248,2,49,140959.0
2832,5,58,480895.0
829,3,91,111852.0
2597,5,80,365619.0
2531,2,61,321658.0
1272,2,10,238899.0
2145,2,22,364103.0
2232,4,25,375645.0
877,5,62,135946.0
2287,5,45,404140.0
2123,3,68,306377.0
1499,1,89,135755.0
2348,2,5,440084.0
2061,2,50,295384.0
1273,3,42,165215.0
3715,5,97,552264.0
1583,4,41,246524.0
3415,5,12,591609.0
2303,4,24,418482.0
1598,4,1,343197.0
2550,5,13,377281.0
2098,2,16,317255.0
1247,4,39,203894.0
1971,3,38,308757.0
2264,3,24,343222.0
2822,4,90,385519.0
2053,2,47,288013.0
2115,4,87,241390.0
2762,3,48,410437.0
2008,3,32,350876.0
828,5,26,154811.0
2802,2,44,410800.0
1910,5,30,352067.0
625,1,62,50000.0
1266,4,37,214197.0
2073,5,78,314043.0
3895,2,39,614296.0
1727,4,57,259054.0
1695,4,64,268123.0
2258,4,10,384921.0
716,4,14,179048.0
3816,4,96,562915.0
1859,2,56,201410.0
1821,1,95,182847.0
1331,3,24,246381.0
681,1,38,72092.0
833,3,32,153332.0
1010,5,28,240146.0
882,4,57,102529.0
2396,5,97,354278.0
3770,5,71,615604.0
831,3,10,159489.0
1688,2,12,259543.0
1765,4,68,243802.0
1399,5,82,220100.0
1141,1,20,209588.0
1750,4,2,402228.0
1133,2,25,227037.0
2998,4,32,480924.0
695,5,93,66842.0
2393,1,21,307525.0
3775,5,61,606433.0
957,2,4,266888.0
1329,3,18,243939.0
2804,1,8,441278.0
3843,2,57,546756.0
2556,2,23,412483.0
3308,5,38,531940.0
3496,5,75,544141.0
1724,5,60,277616.0
3630,3,47,562415.0
1386,4,90,179535.0
892,4,49,170580.0
2175,5,61,325698.0
3690,5,52,623796.0
2946,3,20,507071.0
2878,4,37,458335.0
3838,3,98,501181.0
3027,2,95,342147.0
2681,4,58,377608.0
1415,5,99,181699.0
1434,1,96,124520.0
854,2,42,123741.0
3131,1,16,522737.0
2021,3,68,266194.0
3172,3,43,465865.0
3678,3,83,509304.0
2837,5,62,423668.0
3372,3,22,585279.0
1128,1,67,162582.0
3566,2,25,568667.0
3179,5,93,493173.0
1670,2,47,229248.0
826,3,46,148885.0
1938,4,45,354150.0
2757,5,28,470304.0
3867,3,33,643433.0
1921,5,9,376636.0
1626,4,19,298152.0
3183,1,87,366732.0
2280,1,33,329021.0
2031,1,100,238252.0
2414,4,12,359905.0
3415,2,86,459346.0
1732,4,9,350776.0
2456,4,85,349976.0
2975,3,44,394424.0
892,1,77,50000.0
1325,5,88,190751.0
3463,2,81,412054.0
3680,5,83,632957.0
2412,3,91,351532.0
2895,3,7,454751.0
549,2,4,143749.0
3463,5,84,538751.0
3676,2,19,557724.0
3991,2,43,616537.0
1896,1,79,147006.0
1550,5,57,253845.0
3515,1,19,508772.0
1299,1,88,163174.0
2292,1,70,250989.0
3844,4,88,571560.0
3564,3,99,455175.0
3196,3,73,483682.0
1863,4,39,299702.0
2848,2,15,412768.0
3836,5,3,670902.0
2065,5,9,424265.0
2713,5,50,462633.0
2863,1,47,348265.0
500,5,94,50000.0
1519,5,75,218548.0
1784,5,19,315252.0
562,3,31,80039.0
3030,4,65,442663.0
3892,2,59,570757.0
2369,4,10,415064.0
3772,5,19,607456.0
2769,2,22,401435.0
651,2,76,59763.0
1143,4,34,207313.0
1125,4,16,208193.0
716,4,9,195545.0
695,4,37,164061.0
3773,1,77,516517.0
3542,3,82,489871.0
1514,3,31,222907.0
3194,5,53,508737.0
3805,1,96,454257.0
3712,2,56,450601.0
3255,4,88,455569.0
2021,5,24,309884.0
2078,2,13,314321.0
1580,3,44,226715.0
2027,2,43,338790.0
3713,4,37,556978.0
1221,4,35,228147.0
2107,3,87,262177.0
2259,4,38,387073.0
2062,1,38,263810.0
1139,5,12,209090.0
2653,3,65,383162.0
664,3,33,120518.0
714,2,14,135934.0
1594,3,57,221703.0
589,5,58,108075.0
2295,1,65,310380.0
3421,2,51,513325.0
1751,5,88,232923.0
1602,3,68,214248.0
1107,4,97,93594.0
848,4,4,219438.0
3441,5,42,579613.0
745,1,7,165822.0
771,4,77,125355.0
2530,5,92,374460.0
902,2,93,141082.0
3687,3,62,549070.0
1965,1,100,211422.0
1695,1,67,139539.0
3587,2,34,561616.0
3508,1,70,534699.0
3445,5,89,518546.0
1579,1,31,243168.0
2114,1,96,255178.0
1626,1,23,290364.0
783,5,49,176930.0
1016,3,58,95328.0
3165,4,64,484820.0
1801,1,92,203060.0
1111,2,37,183178.0
1249,2,37,178378.0
1792,5,20,333771.0
2356,3,22,376158.0
899,1,45,96375.0
2026,5,68,326234.0
2524,4,29,440067.0
2633,3,39,419427.0
819,3,81,72694.0
1555,5,69,214787.0
835,2,68,94999.0
2598,3,41,391815.0
3650,2,17,615321.0
673,3,58,118714.0
2141,3,12,376977.0
1000,3,83,87733.0
2623,4,20,408912.0
2863,2,67,389122.0
2356,4,76,346583.0
3944,2,81,482297.0
3652,4,76,550807.0
2396,4,76,349681.0
2163,4,100,204325.0
2218,5,60,335024.0
2278,4,98,280414.0
1196,3,37,158396.0
3557,1,39,518375.0
1231,4,26,287097.0
1594,1,57,204607.0
3516,1,89,459567.0
3401,3,75,456874.0
3213,1,65,439240.0
1151,1,42,136750.0
1594,1,19,236324.0
545,2,34,62841.0
1570,4,54,203353.0
1945,4,73,311738.0
2696,1,71,344040.0
3457,3,39,524876.0
3701,2,45,595916.0
955,3,99,54559.0
2162,3,94,290707.0
3424,1,78,501592.0
1465,5,41,283116.0
2520,1,17,342797.0
1368,5,14,317752.0
2028,2,82,229436.0
3476,5,87,498568.0
3571,1,98,410973.0
1500,1,65,215851.0
1273,3,12,224400.0
2791,1,56,343850.0
3021,1,8,500954.0
2929,4,98,354121.0
1626,4,65,247827.0
3036,3,15,476998.0
1560,5,99,233387.0
2177,5,1,412648.0
2043,4,15,326108.0
3904,2,71,544715.0
896,4,0,200627.0
2843,2,81,394508.0
606,5,25,162910.0
3407,4,43,603694.0
1453,1,4,216450.0
3077,2,20,512729.0
2348,2,34,340893.0
3654,2,91,475268.0
1433,5,53,274036.0
787,3,89,50000.0
1205,1,95,122409.0
2543,4,49,423426.0
1984,2,43,309739.0
714,5,84,134373.0
1804,2,3,324359.0
3279,4,41,543059.0
2477,1,40,383041.0
1982,2,35,295470.0
2324,5,23,415639.0
843,5,96,125767.0
693,3,4,162152.0
657,5,56,159415.0
964,3,66,181357.0
2651,1,10,377276.0
2581,4,44,417296.0
3673,3,95,465051.0
3186,2,21,486386.0
2249,2,10,360891.0
2872,4,37,454704.0
3238,5,58,543241.0
1091,2,85,112412.0
2688,3,3,441609.0
3021,4,66,481147.0
1554,2,9,258878.0
1383,5,100,171487.0
562,5,18,132148.0
1610,2,81,140343.0
803,4,27,154102.0
1584,1,94,146555.0
895,2,16,182880.0
833,5,23,136029.0
3333,1,0,575869.0
910,4,4,188618.0
2831,5,31,475886.0
965,4,52,151865.0
579,2,80,50000.0
3331,4,56,503312.0
1600,5,84,232051.0
2477,2,42,356586.0
1232,5,85,230358.0
2317,5,38,379904.0
2063,1,33,344865.0
1884,3,77,266557.0
2624,4,79,332222.0
3056,4,4,508663.0
1687,1,17,224136.0
3580,4,3,612731.0
1698,1,91,205089.0
3009,4,90,447773.0
3878,4,69,548381.0
2111,5,10,441100.0
2792,1,46,352309.0
621,4,84,50000.0
684,3,80,98067.0
531,1,30,94486.0
1497,1,97,152601.0
2486,1,12,379102.0
3309,5,22,567702.0
1068,1,64,68273.0
2857,5,67,447778.0
1895,3,29,289247.0
2179,2,30,325500.0
1329,5,46,312999.0
2119,4,15,389553.0
3539,1,42,467191.0
1579,2,2,311747.0
1290,5,11,320584.0
3844,4,75,609635.0
3011,2,10,465351.0
3225,3,15,522410.0
3526,5,28,557451.0
3217,5,20,605329.0
3820,3,57,568324.0
3245,5,42,495239.0
1493,1,4,288761.0
577,5,51,104994.0
3081,1,12,455912.0
607,5,80,63652.0
1796,4,11,299991.0
3311,4,80,492338.0
2562,2,0,403403.0
869,4,7,156200.0
3875,3,15,652979.0
2752,2,14,451095.0
2504,4,18,487635.0
3684,1,24,532619.0
2203,5,30,395651.0
3412,4,1,596947.0
3824,1,58,528186.0
940,2,88,82934.0
3757,5,30,617923.0
3406,4,67,456431.0
726,2,67,77140.0
3075,4,11,545303.0
2901,2,16,445858.0
1122,4,84,222085.0
1524,1,28,200685.0
2076,3,85,250636.0
3474,1,35,512413.0
3991,5,79,610901.0
2143,4,62,279831.0
1684,3,14,319701.0
660,3,29,110509.0
1370,5,50,282654.0
3699,5,10,654843.0
2245,3,56,322499.0
1674,5,12,374947.0
943,5,86,121785.0
2290,4,54,318636.0
1994,1,97,161813.0
962,2,62,117181.0
3601,3,83,555161.0
972,2,1,180322.0
3104,3,71,463197.0
579,3,81,58992.0
1562,1,55,175910.0
739,3,6,113922.0
1056,3,42,172993.0
1089,1,30,171483.0
1860,5,60,320655.0
2384,2,21,362211.0
2475,3,61,342187.0
1803,1,27,239036.0
1639,3,24,257286.0
2816,1,64,366951.0
2439,2,31,363950.0
834,4,88,114673.0
811,5,47,136145.0
1576,4,79,220811.0
3639,1,92,454400.0
3241,3,23,503296.0
533,5,80,93173.0
2341,2,41,315175.0
885,5,69,185728.0
748,3,77,92521.0
1634,4,89,234636.0
3665,1,91,458398.0
1933,4,35,318088.0
1702,5,30,297639.0
3618,3,26,546523.0
1293,1,65,90080.0
1351,3,82,167035.0
3421,3,91,484912.0
875,5,44,141798.0
1223,4,43,251533.0
2110,3,56,262120.0
2413,3,20,423581.0
701,3,54,74984.0
2992,1,14,484370.0
2442,3,33,409589.0
2844,3,2,563693.0
1831,5,0,355951.0
992,3,23,114100.0
837,3,42,78423.0
2468,5,26,432817.0
3470,1,8,535830.0
2365,4,87,308825.0
3637,5,16,637274.0
1291,1,91,131253.0
3993,4,38,650871.0
2016,3,54,296411.0
2522,5,67,372523.0
3509,3,92,500913.0
2864,5,44,518255.0
1441,4,27,245714.0
3173,1,55,394814.0
2622,5,100,407935.0
3486,1,28,518944.0
558,3,28,119148.0
2933,3,68,469924.0
2562,4,10,398498.0
1754,4,1,335541.0
2746,2,67,382831.0
1877,2,9,371196.0
534,4,71,73424.0
661,3,86,50000.0
3529,1,26,524651.0
3346,4,86,500628.0
1394,1,97,148472.0
970,2,34,188824.0
3078,1,80,328312.0
3339,4,49,499031.0
3399,3,73,508156.0
1946,4,1,378521.0
847,5,16,220911.0
1193,5,94,147390.0
1434,5,79,227520.0
1412,3,23,237246.0
646,4,56,123937.0
3945,5,70,623007.0
2211,4,82,322988.0
1174,2,15,206350.0
1939,5,96,270561.0
3234,5,35,590778.0
2017,3,44,343310.0
1779,4,9,337713.0
3507,3,62,537433.0
1185,3,42,248184.0
1626,4,50,236800.0
620,2,78,50000.0
2966,4,2,525080.0
2897,2,65,405951.0
541,3,34,84323.0
3938,2,90,543870.0
528,2,68,50000.0
1465,2,78,198937.0
2415,5,35,400217.0
3332,5,48,516416.0
2500,3,96,313941.0
2561,4,0,459624.0
1419,2,75,135978.0
1317,5,41,251533.0
3372,4,40,518149.0
2008,2,72,311794.0
1712,4,56,267813.0
1371,1,19,213900.0
794,2,93,50000.0
3754,4,13,644005.0
1363,2,86,117078.0
3095,2,92,421267.0
3608,1,98,397391.0
3555,4,51,551097.0
1537,3,90,213535.0
3182,5,53,518969.0
1094,2,48,142301.0
1682,2,90,224407.0
2017,2,29,283116.0
1852,2,2,280281.0
1113,5,11,222439.0
2372,3,30,349629.0
3654,1,36,537368.0
2103,3,26,335215.0
2083,5,23,414355.0
2092,4,40,359615.0
3593,1,63,494305.0
1655,1,10,204159.0
964,4,90,133774.0
1979,2,72,287934.0
3873,5,15,666054.0
3502,4,13,560699.0
3477,3,46,479782.0
1790,3,29,323579.0
3346,4,23,557364.0
2942,5,12,486114.0
3691,1,96,469909.0
2793,1,8,428698.0
1067,2,48,190128.0
537,5,25,126395.0
744,3,48,125183.0
520,3,41,124389.0
1633,2,44,245994.0
2129,3,76,283438.0
893,2,20,139830.0
1933,2,28,286988.0
1486,4,91,178483.0
2171,1,23,297029.0
2555,5,76,426159.0
2875,5,41,513513.0
2410,1,83,303737.0
789,5,70,140997.0
2286,3,40,360537.0
3058,3,47,415353.0
1411,5,78,238946.0
860,4,88,103781.0
2122,5,98,264791.0
3263,2,76,469702.0
718,2,42,92450.0
2953,1,7,477041.0
2515,3,84,349626.0
2540,4,62,359418.0
2544,5,62,429591.0
3300,2,5,508965.0
3470,3,73,442974.0
1331,3,51,220741.0
2293,4,20,405962.0
2291,4,13,411420.0
3341,4,57,535439.0
1743,4,96,191847.0
1094,2,24,146745.0
2654,4,55,378729.0
1080,3,82,109436.0
3156,3,8,533811.0
2247,5,100,378201.0
3857,3,99,512472.0
2555,3,35,406154.0
3353,2,56,432943.0
2736,3,78,360329.0
580,1,4,50000.0
2655,3,80,430619.0
1844,5,93,208246.0
2102,5,6,392573.0
3233,4,5,554639.0
845,2,78,126205.0
2386,5,51,403415.0
2875,1,73,321510.0
1054,1,69,86245.0
801,4,54,137179.0
699,2,76,50000.0
3440,2,13,518131.0
3990,3,0,634050.0
1562,1,96,115514.0
806,1,82,50000.0
3575,1,72,442963.0
2156,1,36,289867.0
2371,5,48,420054.0
3648,2,11,535318.0
3015,3,4,482596.0
2726,5,69,427250.0
3192,2,10,521956.0
2346,4,52,413402.0
2264,1,54,315409.0
775,3,73,92734.0
1675,2,78,196201.0
3735,4,49,577138.0
3861,1,52,501209.0
1901,4,54,311570.0
3168,4,91,432300.0
1137,5,2,272082.0
2275,4,15,374602.0
3881,5,44,625942.0
1429,5,80,189897.0
3960,4,35,647362.0
2380,2,18,367032.0
682,4,3,183333.0
2344,4,58,348191.0
3877,2,88,535922.0
571,1,90,50000.0
3790,3,11,589531.0
3266,1,62,407337.0
3744,4,55,601016.0
2176,1,26,245733.0
1795,3,67,289502.0
3273,1,23,460874.0
2816,3,80,405112.0
1543,1,25,232002.0
3125,5,81,459945.0
3542,4,21,594482.0
1314,3,69,175422.0
2026,4,18,384565.0
2694,5,100,360247.0
4000,1,33,599732.0
3736,4,10,569601.0
3437,1,87,448033.0
809,1,44,87820.0
3065,4,36,509990.0
2561,3,22,435091.0
631,3,39,150782.0
2377,4,42,388998.0
3302,3,3,524789.0
2986,2,81,444229.0
3290,1,93,411880.0
1239,4,14,274145.0
1294,5,100,161708.0
2810,4,22,462432.0
3190,4,11,548671.0
3796,1,67,525135.0
757,5,67,141350.0
1757,1,51,192469.0
3907,3,40,643654.0
2956,4,77,395201.0
2351,1,58,312926.0
1474,2,57,193443.0
1547,4,58,318268.0
770,3,71,77273.0
1618,1,22,199516.0
641,1,0,135659.0
1401,2,55,169082.0
3521,3,74,531266.0
3652,2,90,506076.0
773,4,3,213539.0
2823,5,28,466540.0
964,1,16,171345.0
1731,2,48,311210.0
1819,1,82,183058.0
3610,1,50,495607.0
787,2,48,96220.0
3695,1,23,537556.0
1375,3,43,218767.0
2492,3,40,386410.0
3854,5,56,609155.0
3425,3,55,481117.0
2727,2,31,447560.0
1620,3,30,278246.0
1714,5,15,368196.0
3645,4,31,607477.0
946,4,41,92981.0
3332,2,33,527327.0
3108,5,98,472935.0
3031,3,36,478657.0
3396,5,15,656512.0
1221,1,84,133704.0
2663,5,12,515295.0
3082,3,81,374118.0
3669,2,65,552668.0
1851,1,32,279576.0
906,5,81,98477.0
3884,4,91,562999.0
2225,3,100,223101.0
1193,2,34,198679.0
3719,3,36,580096.0
3913,5,75,579007.0
994,2,39,163466.0
1447,4,7,265937.0
522,1,53,50000.0
1628,5,88,271816.0
2198,2,6,352286.0
1057,1,1,148841.0
2116,2,96,274938.0
1440,5,55,253330.0
1745,2,96,246785.0
3402,4,56,538662.0
3586,2,48,543190.0
3438,5,86,523405.0
2156,2,68,298502.0
577,1,77,50000.0
1845,1,7,308696.0
1306,3,83,122778.0
3812,3,62,531636.0
1541,4,81,233799.0
1267,1,86,109635.0
953,3,92,69652.0
3475,2,70,486279.0
2824,4,87,447609.0
